80,-50.049999
80,-50.049999
82,-50.049999
84,-50.049999
86,-50.049999
88,-50.049999
90,-50.049999
90,-50.049999
92.002129,-49.951511
93.970184,-49.570934
95.859795,-48.897785
97.415802,-47.631268
98.652283,-46.051876
99.468971,-44.21825
99.888931,-42.25687
100.050003,-40
100.050003,-40
100.050003,-38
100.050003,-36
100.050003,-34
100.050003,-32
100.050003,-30
100.050003,-28
100.050003,-25
100.050003,-25
100.010353,-22.998543
99.891495,-21.000227
99.693596,-19.008181
99.416977,-17.025536
99.062073,-15.055429
98.727394,-13.088901
98.699844,-11.10142
99.044235,-9.143816
99.748444,-7.285063
100.729401,-5.547733
101.674034,-3.779344
102.256416,-1.858965
102.434044,0.139903
102.19944,2.132886
101.562485,4.035861
100.58667,5.786551
99.629951,7.535409
98.97448,9.41189
98.681328,11.377821
98.760612,13.364038
99.116127,15.328718
99.460167,17.300781
99.725861,19.284922
99.912773,21.278027
100.050003,25
100.050003,25
100.050003,27
100.050003,29
100.050003,31
100.050003,33
100.050003,35
100.050003,37
100.050003,40
100.050003,40
99.97953,42.001884
99.765938,43.993618
99.41037,45.964893
98.845863,47.889717
97.830421,49.621254
96.443184,51.069324
94.965187,52.42189
93.221016,53.415245
91.249641,53.793716
89.257828,53.550907
87.316689,53.050777
85.517761,52.160175
84.004555,50.841263
82.850044,49.200783
81.82225,47.484947
80.794662,45.769054
78.935783,42.463356
78.935783,42.463356
78.001518,40.694981
77.067253,38.926605
76.132988,37.15823
75.19873,35.389854
74.264465,33.621479
73.3302,31.853106
72.395653,30.08489
71.449799,28.295895
70.514862,26.527874
69.579933,24.759851
68.644997,22.991829
67.710068,21.223808
66.775131,19.455788
65.562164,17.161976
65.562164,17.161976
64.627228,15.393955
63.692295,13.625934
62.757362,11.857912
61.82243,10.08989
60.887497,8.321869
59.19725,5.127318
59.19725,5.127318
58.26165,3.359651
57.326046,1.591983
56.390446,-0.175685
55.454845,-1.943352
54.055805,-4.58661
54.055805,-4.58661
53.16087,-6.378658
52.474751,-8.262815
52.046207,-10.221681
51.882393,-12.220028
51.902245,-14.221659
51.939865,-16.221304
51.934429,-18.217604
51.671402,-20.188431
51.045288,-22.074816
50.075665,-23.809835
48.797123,-25.331606
47.257935,-26.591135
45.575474,-27.667252
43.874767,-28.719677
41.79369,-30.007483
41.79369,-30.007483
40.085217,-31.043457
38.29496,-31.917198
36.40493,-32.545925
34.448135,-32.918079
32.457649,-33.055813
30.459217,-33.128803
28.460543,-33.18697
26.461409,-33.226128
24.461994,-33.24625
22.462267,-33.25
20.179462,-33.249996
20.179462,-33.249996
18.216496,-33.664536
16.588484,-34.83699
15.392382,-36.449181
14.614373,-38.299583
14.330534,-40.286724
14.343085,-42.287716
14.371804,-44.290058
14.832241,-46.243645
15.914014,-47.933353
17.379894,-49.301323
20,-50.049999
20,-50.049999
22,-50.049999
24,-50.049999
26,-50.049999
28,-50.049999
30,-50.049999
33.710873,-50.049999
33.710873,-50.049999
35.697453,-49.761269
37.566669,-49.039284
39.504555,-48.764748
41.350975,-49.413963
42.846359,-50.724995
44.317715,-52.082607
46.044968,-53.102047
48.040302,-53.306194
49.933098,-52.642612
51.4748,-51.35891
53.027882,-50.120296
54.850899,-49.35479
56.819374,-49.16909
59.981575,-50.046482
59.981575,-50.046482
61.900295,-50.632027
63.9072,-50.677341
65.881546,-50.347313
67.863319,-50.116276
69.858109,-50.050137
71.858032,-50.049999
73.858032,-50.049999
75.858032,-50.049999
77.858032,-50.049999
